Basepolity,Period_start,Latitude,Longitude,Polity_territory,Temperature,Polity_population,CC_Infra,Kinship1
GhAshnL,1700,5.3210092,-1.3289469,398058,26.688742,424002,0.44444445,0.54130274
GhAshnL,1800,5.3210092,-1.3289469,314148,26.700516,734955,0.44444445,0.54130274
GhAshnL,1900,5.3210092,-1.3289469,259000,26.920675,3000000,0.44444445,0.54130274
IsCommw,1000,64.827614,-18.367887,103000,-0.35953441,10000,0,0.17809193
IsCommw,1100,64.827614,-18.367887,103000,-0.12125336,31000,0,0.54130274
IsCommw,1200,64.827614,-18.367887,103000,-0.16737136,31000,0,0.54130274
NorKing,1300,64.827614,-18.367887,103000,-1.0953684,50000,0.022222223,-0.41134626
IsCommw,1300,64.827614,-18.367887,103000,-1.0953684,31000,0,0.54130274
NorKing,1400,64.827614,-18.367887,103000,-0.10646372,50000,0.022222223,-0.41134626
AfKushn,-200,28.497017,68.229736,527036,26.073893,14000000,0.89999998,-0.42737904
AfGrBct,-200,28.497017,68.229736,600000,26.073893,1500000,0.89999998,-0.23273994
AfKushn,-100,28.497017,68.229736,497115,25.859652,12500000,0.89999998,-0.42737904
AfGrBct,-100,28.497017,68.229736,2200000,25.859652,1500000,0.89999998,-0.20880447
PkIndGr,-100,28.497017,68.229736,105226,25.859652,2653459,0.77777779,-0.10436606
AfKushn,0,28.497017,68.229736,594360,26.057711,12500000,0.89999998,-0.42737904
PkIndGr,0,28.497017,68.229736,105226,26.057711,2336328,0.77777779,-0.1087919
AfKushn,100,28.497017,68.229736,2000000,26.019516,12500000,0.89999998,-0.42737904
AfKushn,200,28.497017,68.229736,2000000,26.289658,12500000,0.89999998,-0.42737904
AfKushn,300,28.497017,68.229736,2000000,26.274321,12500000,0.89999998,-0.42737904
AfKushn,400,28.497017,68.229736,2000000,26.330725,12500000,0.89999998,-0.42737904
PkSind1,900,28.497017,68.229736,140914,26.222292,1000000,0.22222222,0.54130274
PkSind1,1000,28.497017,68.229736,140914,26.303535,1000000,0.22222222,0.54130274
AfGhurd,1100,28.497017,68.229736,44824,26.320271,223007,0.66666669,0.54130274
PkSind1,1100,28.497017,68.229736,140914,26.320271,1000000,0.22222222,0.54130274
AfGhurd,1200,28.497017,68.229736,1600000,26.395943,4638586,0.77777779,0.54130274
PkSind1,1200,28.497017,68.229736,140914,26.395943,1000000,0.22222222,0.54130274
InDelh,1300,15.157869,76.775902,2800000,26.297874,12257855,1,0.54130274
AfGhurd,1300,28.497017,68.229736,1600000,26.297874,4872101,0.77777779,0.54130274
PkSind1,1300,28.497017,68.229736,140914,26.297874,1000000,0.22222222,0.54130274
InDelh,1400,15.157869,76.775902,2800000,26.636618,11828040,1,0.54130274
AfGhurd,1400,28.497017,68.229736,1600000,26.636618,7738478,0.77777779,0.54130274
PkSind1,1400,28.497017,68.229736,140914,26.636618,1000000,0.22222222,0.54130274
PkSind2,1400,28.497017,68.229736,140914,26.636618,1000000,0.33333334,0.54130274
InDelh,1500,15.157869,76.775902,2800000,26.536583,13766584,1,0.54130274
AfGhurd,1500,28.497017,68.229736,1600000,26.536583,7613790,0.77777779,0.54130274
PkSind2,1500,28.497017,68.229736,140914,26.536583,1000000,0.33333334,0.54130274
InDelh,1600,15.157869,76.775902,2800000,26.417974,11786485,1,0.54130274
InMugl,1600,15.157869,76.775902,209324,26.417974,1484642,0.77777779,0.54130274
AfGhurd,1600,28.497017,68.229736,1600000,26.417974,12324912,0.77777779,0.54130274
PkSind2,1600,28.497017,68.229736,140914,26.417974,2200000,0.33333334,0.54130274
InMugl,1700,15.157869,76.775902,3200000,26.44393,110000000,0.77777779,0.54130274
AfGhurd,1700,28.497017,68.229736,1600000,26.44393,14677345,0.77777779,0.54130274
InMugl,1800,15.157869,76.775902,3200000,26.476236,110000000,0.77777779,0.54130274
AfDurrn,1800,28.497017,68.229736,1790000,26.476236,16675303,0.34444445,0.54130274
AfGhurd,1800,28.497017,68.229736,1600000,26.476236,13356534,0.77777779,0.54130274
InMugl,1900,15.157869,76.775902,3200000,26.55526,110000000,0.77777779,0.54130274
AfDurrn,1900,28.497017,68.229736,489000,26.55526,9380555,0.34444445,0.54130274
AfGhurd,1900,28.497017,68.229736,1600000,26.55526,14565403,0.77777779,0.54130274
AfGhurd,2000,28.497017,68.229736,1600000,26.55526,18408383,0.77777779,0.54130274
AfGhurd,2100,28.497017,68.229736,1600000,26.55526,19591092,0.77777779,0.54130274
JpAsuka,600,34.764862,135.80638,100000,15.329621,1500000,0.77777779,-0.31608137
JpNara,700,34.764862,135.80638,458020,15.273232,5800000,0.8888889,-0.31608137
JpAsuka,700,34.764862,135.80638,100000,15.273232,2000000,0.77777779,-0.31608137
JpHeian,800,34.764862,135.80638,300000,15.386432,4000000,0.8888889,-0.31608137
JpNara,800,34.764862,135.80638,380902,15.386432,5800000,0.8888889,-0.31608137
JpAsuka,800,34.764862,135.80638,100000,15.386432,2000000,0.77777779,-0.31608137
JpHeian,900,34.764862,135.80638,300000,15.351568,4400000,0.8888889,-0.31608137
JpHeian,1000,34.764862,135.80638,300000,15.470838,4500000,0.8888889,-0.31608137
JpHeian,1100,34.764862,135.80638,300000,15.410034,5500000,0.8888889,-0.31608137
JpHeian,1200,34.764862,135.80638,300000,15.352416,5500000,0.8888889,-0.31608137
JpKamak,1200,34.764862,135.80638,295000,15.352416,5500000,0.8888889,-0.31608137
JpKemmu,1300,34.764862,135.80638,295000,15.376978,975000,0.8888889,-0.31608137
JpKamak,1300,34.764862,135.80638,295000,15.376978,5700000,0.8888889,-0.31608137
JpKemmu,1400,34.764862,135.80638,295000,15.435394,975000,0.8888889,-0.31608137
JpKamak,1400,34.764862,135.80638,295000,15.435394,5700000,0.8888889,-0.31608137
JpAshik,1400,34.764862,135.80638,295000,15.435394,12500000,1,-0.31608137
JpSengk,1500,34.764862,135.80638,15000,15.579095,17000000,0.8888889,-0.31608137
JpAshik,1500,34.764862,135.80638,295000,15.579095,17000000,1,-0.31608137
JpAzMom,1500,34.764862,135.80638,295000,15.579095,17000000,1,-0.31608137
JpSengk,1600,34.764862,135.80638,15000,15.415077,17000000,0.8888889,-0.31608137
JpAshik,1600,34.764862,135.80638,295000,15.415077,17000000,1,-0.31608137
JpAzMom,1600,34.764862,135.80638,295000,15.415077,22000000,1,-0.31608137
JpTokgw,1600,34.764862,135.80638,295000,15.415077,22000000,1,-0.31608137
JpAzMom,1700,34.764862,135.80638,295000,15.282973,22000000,1,-0.31608137
JpTokgw,1700,34.764862,135.80638,295000,15.282973,29000000,1,-0.31608137
JpTokgw,1800,34.764862,135.80638,295000,15.306236,28000000,1,-0.31608137
JpTokgw,1900,34.764862,135.80638,295000,15.585124,32000000,1,-0.31608137
IdBrokE,1700,0.81237102,112.55709,887,26.172001,500,0.011111111,0.54130274
IdBrokE,1800,0.81237102,112.55709,886,26.213326,500,0.011111111,0.54130274
IdBrokL,1900,0.81237102,112.55709,124450,26.361176,8607,0.11111111,0.54130274
IdBrokE,1900,0.81237102,112.55709,1471,26.361176,500,0.011111111,0.54130274
IdBrokL,2000,0.81237102,112.55709,124450,26.361176,439000,0.11111111,0.54130274
TrHatOK,-1600,38.287216,33.17897,50000,12.058357,800000,0.66666669,0.54130274
TrHatOK,-1500,38.287216,33.17897,50000,11.956028,800000,0.66666669,0.54130274
TrBrzL2,-1500,38.287216,33.17897,50000,11.956028,300000,0.77777779,0.54130274
TrHatNK,-1400,38.287216,33.17897,230814,11.800034,1300000,0.78888887,0.54130274
TrBrzL2,-1400,38.287216,33.17897,50000,11.800034,300000,0.77777779,0.54130274
TrHatNK,-1300,38.287216,33.17897,250000,11.88579,1300000,0.78888887,0.54130274
TrHatNK,-1200,38.287216,33.17897,300000,11.823936,1300000,0.78888887,0.54130274
TrNHitt,-1100,38.287216,33.17897,300,12.044806,80000,0.78888887,0.54130274
TrHatNK,-1100,38.287216,33.17897,300000,12.044806,1300000,0.78888887,0.54130274
TrNHitt,-1000,38.287216,33.17897,300,12.121233,80000,0.78888887,0.54130274
TrNHitt,-900,38.287216,33.17897,300,11.996646,80000,0.78888887,0.54130274
TrTabal,-900,38.287216,33.17897,4000,11.996646,376447,0.11111111,0.54130274
TrTabal,-800,38.287216,33.17897,4000,11.915133,388516,0.11111111,0.54130274
TrTabal,-700,38.287216,33.17897,4000,12.017716,463026,0.11111111,0.54130274
TrLysim,-300,38.287216,33.17897,420000,11.959924,2000000,0.8888889,-0.32240957
TrLysim,-200,38.287216,33.17897,420000,11.873871,2000000,0.8888889,-0.31454131
TrERom,400,38.287216,33.17897,1300000,12.06772,15000000,1,-0.41134626
TrERom,500,38.287216,33.17897,1300000,11.879103,20000000,1,-0.41134626
TrERom,600,38.287216,33.17897,1400000,12.019944,15000000,1,-0.41134626
TrERom,700,38.287216,33.17897,1400000,11.988996,15000000,1,-0.41134626
TrByzM1,700,38.287216,33.17897,470000,11.988996,4500000,1,-0.41134626
TrByzM1,800,38.287216,33.17897,520000,12.053452,5000000,1,-0.41134626
TrByzM1,900,38.287216,33.17897,520000,11.845009,5000000,1,-0.41134626
TrByzM2,900,38.287216,33.17897,610000,11.845009,7500000,1,-0.41134626
TrByzM2,1000,38.287216,33.17897,810000,11.987246,10000000,1,-0.41134626
TrByzM3,1100,38.287216,33.17897,400000,11.869679,5000000,1,-0.41134626
TrByzM2,1100,38.287216,33.17897,1150000,11.869679,10000000,1,-0.41134626
TrRum,1100,38.287216,33.17897,250000,11.869679,1500000,0.44444445,0.54130274
TrByzM3,1200,38.287216,33.17897,490000,12.058852,7300000,1,-0.41134626
TrRum,1200,38.287216,33.17897,250000,12.058852,1500000,0.44444445,0.54130274
TrByzM3,1300,38.287216,33.17897,490000,11.881484,7300000,1,-0.41134626
TrRum,1300,38.287216,33.17897,250000,11.881484,1500000,0.44444445,0.54130274
TrOttm1,1300,38.287216,33.17897,51506,11.881484,768441,0.77777779,0.54130274
TrRum,1400,38.287216,33.17897,250000,12.16069,1500000,0.44444445,0.54130274
TrOttm1,1400,38.287216,33.17897,690000,12.16069,5000000,0.77777779,0.54130274
TrOttm1,1500,38.287216,33.17897,690000,12.121517,5000000,0.77777779,0.54130274
TrOttm2,1500,38.287216,33.17897,2310000,12.121517,9000000,0.8888889,0.54130274
TrOttm3,1600,38.287216,33.17897,4836000,11.821034,28000000,1,0.54130274
TrOttm2,1600,38.287216,33.17897,2310000,11.821034,9000000,0.8888889,0.54130274
TrOttm3,1700,38.287216,33.17897,4836000,11.998148,28000000,1,0.54130274
TrOttm4,1700,38.287216,33.17897,4920000,11.998148,24000000,1,0.54130274
TrOttm4,1800,38.287216,33.17897,4640000,12.026706,24000000,1,0.54130274
TrOttm5,1900,38.287216,33.17897,279617,12.228003,2968751,0.83240682,0.54130274
TrOttm4,1900,38.287216,33.17897,4640000,12.228003,24000000,1,0.54130274
TrOttm5,2000,38.287216,33.17897,209770,12.228003,2521199,0.84816617,0.54130274
ItRomER,-500,41.631985,12.985787,1000,15.22008,100000,0.77777779,0.31870741
ItRomER,-400,41.631985,12.985787,1000,15.304328,150000,0.77777779,0.31870741
ItRomER,-300,41.631985,12.985787,25000,15.217441,500000,0.77777779,0.31870741
ItRomER,-200,41.631985,12.985787,25000,15.183361,500000,0.77777779,0.31870741
ItRomMR,-200,41.631985,12.985787,730000,15.183361,3500000,1,0.31870741
ItRomLR,-100,38.287216,33.17897,3500000,15.21814,25000000,1,0.31870741
ItRomMR,-100,41.631985,12.985787,730000,15.21814,3500000,1,0.31870741
ItRomPr,0,38.287216,33.17897,4500000,15.143535,50000000,1,0.31870741
ItRomLR,0,38.287216,33.17897,3500000,15.143535,25000000,1,0.31870741
ItRomPr,100,38.287216,33.17897,5800000,15.357645,50000000,1,0.31870741
ItRomPr,200,38.287216,33.17897,5000000,15.586141,55000000,1,0.31870741
ItRomPr,300,38.287216,33.17897,5000000,15.52905,55000000,1,0.31870741
TrRomDm,300,38.287216,33.17897,4000000,15.52905,40000000,1,0.31870741
ItRomWe,400,41.631985,12.985787,2000000,15.532793,7925450,0.8888889,-0.41134626
TrRomDm,400,38.287216,33.17897,4000000,15.532793,40000000,1,0.54130274
ItOstrg,500,41.631985,12.985787,635000,15.115007,5500000,1,-0.41134626
ItRomWe,500,41.631985,12.985787,2000000,15.115007,7495736,0.8888889,-0.41134626
ItRav,600,41.631985,12.985787,50000,15.205482,1000000,1,-0.41134626
ItOstrg,600,41.631985,12.985787,635000,15.205482,5500000,1,-0.41134626
ItRav,700,41.631985,12.985787,50000,15.303175,1250000,1,-0.41134626
ItStPet,800,41.631985,12.985787,50000,15.342209,440000,0.8888889,-0.41134626
ItRav,800,41.631985,12.985787,50000,15.342209,1250000,1,-0.41134626
ItStPet,900,41.631985,12.985787,50000,15.26032,335000,0.8888889,-0.41134626
ItPapEM,1000,41.631985,12.985787,14000,15.383224,300000,0.8888889,-0.41134626
ItStPet,1000,41.631985,12.985787,50000,15.383224,335000,0.8888889,-0.41134626
ItPapEM,1100,41.631985,12.985787,6000,15.316305,300000,0.8888889,-0.41134626
ItPapEM,1200,41.631985,12.985787,6000,15.272567,300000,0.8888889,-0.41134626
ItPapHM,1200,41.631985,12.985787,44000,15.272567,300000,0.8888889,-0.41134626
ItPapHM,1300,41.631985,12.985787,44000,15.153496,300000,0.8888889,-0.41134626
ItPapRn,1400,41.631985,12.985787,44000,15.425199,600000,0.8888889,-0.41134626
ItPapHM,1400,41.631985,12.985787,44000,15.425199,300000,0.8888889,-0.41134626
ItPapRn,1500,41.631985,12.985787,44000,15.466434,1600000,0.8888889,-0.41134626
ItPapRn,1600,41.631985,12.985787,44000,15.458727,1600000,0.8888889,-0.41134626
ItPapM1,1600,41.631985,12.985787,44000,15.458727,1600000,1,-0.41134626
ItPapM2,1700,41.631985,12.985787,44000,15.351912,1900000,1,-0.41134626
ItPapM1,1700,41.631985,12.985787,44000,15.351912,1600000,1,-0.41134626
ItPapM2,1800,41.631985,12.985787,44000,15.500639,2300000,1,-0.41134626
ItPapM2,1900,41.631985,12.985787,44000,15.638466,2300000,1,-0.41134626
RuYakuE,1400,63.533905,129.83487,1891,-10.803779,5286,0,-0.70285237
RuYakuE,1500,63.533905,129.83487,1707,-10.98729,7251,0,-0.70285237
RuYakuE,1600,63.533905,129.83487,1776,-11.070848,7100,0,-0.70285237
RuYakuE,1700,63.533905,129.83487,1673,-11.222227,5033,0,-0.70285237
RuYakuL,1700,63.533905,129.83487,11153,-11.222227,38881,0.11111111,-0.70285237
RuYakuL,1800,63.533905,129.83487,31351,-11.146388,66102,0.11111111,-0.70285237
RuYakuL,1900,63.533905,129.83487,61489,-10.988152,54321,0.11111111,-0.70285237
EcJivaE,1600,-2.783309,-77.611359,4517,19.762085,42337,0.11111111,-0.70285237
EcJivaE,1700,-2.783309,-77.611359,4798,19.75116,45879,0.11111111,-0.70285237
EcJivaE,1800,-2.783309,-77.611359,5053,19.760597,49769,0.11111111,-0.70285237
EcJivaE,1900,-2.783309,-77.611359,6350,19.901846,26845,0.11111111,-0.70285237
EcJivaL,1900,-2.783309,-77.611359,5350,19.901846,24095,0.11111111,-0.70285237
EcJivaL,2000,-2.783309,-77.611359,6084,19.901846,34569,0.11111111,-0.70285237
CnShang,-1200,34.726803,113.45479,1000000,17.819201,5000000,0.55555558,-0.70285237
CnShang,-1100,34.726803,113.45479,1000000,17.985271,5000000,0.55555558,-0.70285237
CnShang,-1000,34.726803,113.45479,1000000,17.978703,5000000,0.55555558,-0.70285237
CnChuSA,-700,34.726803,113.45479,50000,17.875425,785930,0.77777779,0.2971476
CnJinSA,-700,34.726803,113.45479,160000,17.875425,1230296,0.77777779,0.31923524
CnChuSA,-600,34.726803,113.45479,370000,17.824736,4049595,0.77777779,0.24474113
CnJinSA,-600,34.726803,113.45479,160000,17.824736,1663282,0.77777779,0.3169505
CnChuSA,-500,34.726803,113.45479,200000,17.647898,3710471,0.77777779,0.25946593
CnJinSA,-500,34.726803,113.45479,160000,17.647898,2343282,0.77777779,0.3123765
CnChuWS,-400,34.726803,113.45479,460000,17.976454,16159282,0.66666669,0.15372494
CnQiWS,-400,34.726803,113.45479,70000,17.976454,3692622,0.66666669,0.18450646
CnChuSA,-400,34.726803,113.45479,200000,17.976454,4712226,0.77777779,0.25671783
CnWeiWS,-400,34.726803,113.45479,90000,17.976454,5195540,0.66666669,0.2603569
CnJinSA,-400,34.726803,113.45479,160000,17.976454,4326095,0.77777779,0.30582333
CnImQin,-300,34.726803,113.45479,816862,17.800255,6695874,0.8888889,-0.61168206
CnChuWS,-300,34.726803,113.45479,460000,17.800255,13104710,0.66666669,0.15590875
CnQiWS,-300,34.726803,113.45479,70000,17.800255,3453073,0.66666669,0.18597369
CnWeiWS,-300,34.726803,113.45479,90000,17.800255,5537701,0.66666669,0.26272956
CnImQin,-200,34.726803,113.45479,2433000,17.745373,40000000,0.8888889,-0.61168206
CnWHan,-200,34.726803,113.45479,2433000,17.745373,45000000,0.8888889,-0.29387093
CnChuWS,-200,34.726803,113.45479,460000,17.745373,10660928,0.66666669,0.15722957
CnQiWS,-200,34.726803,113.45479,70000,17.745373,3192866,0.66666669,0.18641391
CnWeiWS,-200,34.726803,113.45479,90000,17.745373,5359435,0.66666669,0.26347873
CnImQin,-100,34.726803,113.45479,2433000,17.678572,40000000,0.8888889,-0.61168206
CnWHan,-100,34.726803,113.45479,4567000,17.678572,45000000,0.8888889,-0.26193428
CnWHan,0,34.726803,113.45479,4917000,17.605299,57600000,0.8888889,-0.28519523
CnWHan,100,34.726803,113.45479,4917000,17.952093,57600000,0.8888889,-0.28519523
CnEHan,100,34.726803,113.45479,6500000,17.952093,45854394,1,0.20824367
CnEHan,200,34.726803,113.45479,2500000,18.020634,48000000,1,0.12868589
CnEHan,300,34.726803,113.45479,2500000,18.029736,48000000,1,0.12868589
CnNWei,400,34.726803,113.45479,500000,18.044127,7759078,0.77777779,-0.31608137
CnNWei,500,34.726803,113.45479,1773000,17.813511,32000000,0.77777779,-0.31608137
