"Polity-century","NGA","UTM_zone","Latitude","Longitude","CoordinateSystem","Original_culture_name","Period_start","Period_end","Infrastructure","Infrastructure2","MinInfra","InfraID","Polity_population","LnPopulation","Polity_territory","Population_of_the_largest_settlement","Administrative_levels","AdminID","Military_levels","Religious_levels","Settlement_hierarchy","SettleID","Largest_communication_distance","Occupational_complexity","Professional_lawyers","Professional_military_officers","Professional_priesthood","Professional_soldiers","Bureaucracy_examination_system","Bureaucracy_merit_promotion","Bureaucracy_source_of_support","Fulltime_bureaucrats","Courts","Formal_legal_code","Judges","Bridges","Burial_site","Canals","Ceremonial_site","Communal_buildings","Drinking_water_supply_systems","Enclosures","Entertainment_buildings","Food_storage_sites","StorageProb","Irrigation_systems","Knowledge/information_buildings","Markets","Mines_or_quarries","Monumental_building_cost","Monumental_building_extent","Monumental_building_height","Ports","Roads","Special_purpose_house","Special_purpose_sites","Specialized_government_buildings","Symbolic_buildings","Trading_emporia","Utilitarian_public_buildings","Other_polity-owned_site","Calendar","Fiction","Geometrical_measurements","History","Lists_tables_and_classifications","Measurement_of_area","Measurement_of_time","Measurement_of_length","Measurement_of_volume","Measurement_of_weight","Mnemonic_devices","Nonphonetic_writing","Phonetic_alphabetic_writing","Philosophy","Practical_literature","Religious_literature","Sacred_texts","Scientific_literature","Script","Nonwritten_records","Written_records","Articles","Debt_and_credit_structures","Foreign_coins","Indigenous_coins","Paper_currency","Precious_metals","Store_of_wealth","WealthID","Tokens","Fastest_individual_communication","General_postal_service","Postal_stations","Couriers","Peak_date","Region","Region2","Capital","Degree_of_centralization","Language","Linguistic_family","Preceding_(quasi)polity","Relationship_to_preceding_(quasi)polity","Succeeding_(quasi)polity","Supracultural_entity","Scale_of_supracultural_interaction","Suprapolity_relations","High_gods_(creator_gods)","Supernatural_enforcement_of_fairness","Fairness","Supernatural_enforcement_of_human_reciprocity","Reciprocity","Supernatural_enforcement_of_ingroup_loyalty","Loyalty","SupNatKinAug","KinAugComp1","Name_of_official_cult","Largest_scale_ritual_name","Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience","Largest_scale_ritual_frequency_for_ritual_specialist","Largest_scale_ritual_frequency_per_participant","Most_dysphoric_ritual_name","Most_dysphoric_ritual_frequency_for_audience","Most_dysphoric_ritual_frequency_for_ritual_specialist","Most_dysphoric_ritual_frequency_per_participant","Most_euphoric_ritual_name","Most_euphoric_ritual_frequency_for_audience","Most_euphoric_ritual_frequency_for_ritual_specialist","Most_euphoric_ritual_frequency_per_participant","Most_frequent_ritual_name","Most_frequent_ritual_frequency_for_audience","Most_frequent_ritual_frequency_for_ritual_specialist","Most_frequent_ritual_frequency_per_participant","Most_widespread_ritual_name","Most_widespread_ritual_frequency_for_audience","Most_widespread_ritual_frequency_for_ritual_specialist","Most_widespread_ritual_frequency_per_participant","Name_of_other_significant_religious_or_ideological_systems","CC_PolPop","CC_PolTerr","CC_CapPop","CC_Hier","CC_Govt","CC_Infra","CC_Infra2","CC_Writing","CC_Texts","CC_Money","BasePolity","Percent_CCs_imputed","Percent_features_imputed","Percent_51_imputed","CC_PolPop_Regression_x0","CC_PolPop_Regression_x1","CC_PolPop_Regression_x2","CC_PolTerr_Regression_x0","CC_PolTerr_Regression_x1","CC_PolTerr_Regression_x2","CC_CapPop_Regression_x0","CC_CapPop_Regression_x1","CC_CapPop_Regression_x2","CC_Hier_Regression_x0","CC_Hier_Regression_x1","CC_Hier_Regression_x2","CC_Govt_Regression_x0","CC_Govt_Regression_x1","CC_Govt_Regression_x2","CC_Infra_Regression_x0","CC_Infra_Regression_x1","CC_Infra_Regression_x2","CC_Writing_Regression_x0","CC_Writing_Regression_x1","CC_Writing_Regression_x2","CC_Texts_Regression_x0","CC_Texts_Regression_x1","CC_Texts_Regression_x2","CC_Money_Regression_x0","CC_Money_Regression_x1","CC_Money_Regression_x2","PC1","PC2"
"CnErJin-100","['Middle Yellow River Valley']","['50S']",34.726802,113.454786,"WGS84","Western Jin",-100,0,12.05633222,145.3551466,6.05633222,"High",16163863,16.59828863,764488,747639,8,5,6,1,6,4,1400,1.105445683,1,0.1,0.1,0.536201228,1,1,"state salary",1,1,1,1,1,1,1,1,1,0.641044695,1,0.956296524,1,1,1,1.056332221,1,1,2,10845.81594,97.36335351,1,1,0.978702284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.8,1,1,0.513221386,0.8,0.1,1,1,1,1.135382111,24.96145751,0.563804273,1,1,289,"['East Asia']",3,"Changan","unitary state","Chinese","Sinitic","Wei","continuity","Northern Wei","Chinese",3000000,0,"moralizing",1.231449815,1,1.023145725,1,0.565499125,0.565499125,2.565499125,1.127750779,,"imperial sacrifice at the capital","yearly","yearly","yearly","blood covenant","not applicable","yearly","yearly","Lunar New Year","not applicable","yearly","yearly","ancestor worship","not applicable","seasonally","seasonally","earth worship","not applicable","seasonally","seasonally",,7.208545161,5.883370442,5.873691676,5.25,0.745454545,0.888888889,0.790123456987654,4,1,5,"CnErJin",0.222222222,0.216216216,0.137254902,208.4435754,0,0,,0,0,,0,0,324.8333333,0,0,43.59090909,0,0,50.2,0,0,310,0,0,40.55555556,2.242194621,1.777777778,225,18.84723149,11,4.274938308,-0.253439792
"CnErJin-300","['Middle Yellow River Valley']","['50S']",34.726802,113.454786,"WGS84","Western Jin",-300,-200,12.04113375,144.988902,6.04113375,"High",16163863,16.59828863,335685,136935,8,5,6,1,6,4,1400,1.065961488,1,0.1,0.1,0.54302369,1,1,"state salary",1,1,1,1,1,1,1,1,1,0.644313875,1,0.93484578,1,1,1,1.041133746,1,1,2,7742.255903,96.94284824,1,1,0.979073302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.8,1,1,0.580940501,0.8,0.1,1,1,1,1.154821484,33.0604166,0.629317404,1,1,289,"['East Asia']",3,"Changan","unitary state","Chinese","Sinitic","Wei","continuity","Northern Wei","Chinese",3000000,0,"moralizing",1.2338293,1,1.011437758,1,0.604279057,0.604279057,2.604279057,1.207023276,,"imperial sacrifice at the capital","yearly","yearly","yearly","blood covenant","not applicable","yearly","yearly","Lunar New Year","not applicable","yearly","yearly","ancestor worship","not applicable","seasonally","seasonally","earth worship","not applicable","seasonally","seasonally",,7.208545161,5.525932573,5.136515445,5.25,0.745454545,0.888888889,0.790123456987654,4,1,5,"CnErJin",0.222222222,0.216216216,0.137254902,163.51594,0,0,,0,0,,0,0,248.1666667,0,0,33.03636364,0,0,38.64444444,0,0,250,0,0,29.66666667,4.766918044,2.555555556,160,31.2807837,16,3.890827017,0.077356417
"CnErJin-200","['Middle Yellow River Valley']","['50S']",34.726802,113.454786,"WGS84","Western Jin",-200,-100,12.04310348,145.0363414,6.04310348,"High",16163863,16.59828863,317869,200088,8,5,6,1,6,4,1400,1.073089251,1,0.1,0.1,0.543187417,1,1,"state salary",1,1,1,1,1,1,1,1,1,0.644014667,1,0.934775647,1,1,1,1.043103481,1,1,2,7960.928383,98.10828822,1,1,0.978979135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.8,1,1,0.568811804,0.8,0.1,1,1,1,1.152948795,32.55742343,0.631167849,1,1,289,"['East Asia']",3,"Changan","unitary state","Chinese","Sinitic","Wei","continuity","Northern Wei","Chinese",3000000,0,"moralizing",1.243255024,1,1.013422131,1,0.598079284,0.598079284,2.598079284,1.19434993,,"imperial sacrifice at the capital","yearly","yearly","yearly","blood covenant","not applicable","yearly","yearly","Lunar New Year","not applicable","yearly","yearly","ancestor worship","not applicable","seasonally","seasonally","earth worship","not applicable","seasonally","seasonally",,7.208545161,5.502248826,5.301220232,5.25,0.745454545,0.888888889,0.790123456987654,4,1,5,"CnErJin",0.222222222,0.216216216,0.137254902,178.3776977,0,0,,0,0,,0,0,296.5,0,0,39.80909091,0,0,45.97777778,0,0,290,0,0,36.33333333,5.100013064,3.444444444,201,35.57470956,22,3.935161856,0.03029129
"CnImQin-300","['Middle Yellow River Valley']","['50S']",34.726802,113.454786,"WGS84","Imperial Qin",-300,-200,10,100,4,"High",6695874,15.71700207,816862,350000,7,5,6,253.9858358,5,4,1100,-102.2651127,15.59823961,1,0.1,1,1,1,"state salary",1,1,1,1,1,-12.39355425,1,-21.62042379,1,1,0,0,1,1,1,1,1,1,9000000,2500000,5,0,1,1,2.811928596,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0.8,-2.053148829,1,0,0.8,0,1,1,1,1,1830.273864,1,1,1,-215,"['East Asia']",3,"Xianyang","unitary state","Chinese","Sino-Tibetan","State of Qin","continuity","Western Han","China",3000000,0,"moralizing",0.1,0.1,1,1,-0.76,0,1.1,-1.716672535,,"royal progress","once in a generation","yearly","yearly","blood covenant","not applicable","once per generation","once per generation","feast","not applicable","yearly","once per generation","ancestor worship","not applicable","seasonally","seasonally","earth worship","not applicable","seasonally","seasonally",,6.825807274,5.912148464,5.544068044,6,0.827272727,0.888888889,0.790123456987654,4,0.888888889,5,"CnImQin",0.222222222,0.207207207,0.117647059,,0,0,,0,0,159.6265639,0,0,257.75,0,0,34.41818182,0,0,40.2,0,0,258,0,0,31.22222222,4.878029155,2.666666667,170,31.2807837,16,4.39252774,-0.231225289
"CnImQin-200","['Middle Yellow River Valley']","['50S']",34.726802,113.454786,"WGS84","Imperial Qin",-200,-100,10,100,4,"High",40000000,17.50439001,2433000,200000,7,5,6,253.50336,5,4,1100,-102.214775,15.63160667,1,0.1,1,1,1,"state salary",1,1,1,1,1,-12.31763668,1,-21.5835301,1,1,0,0,1,1,1,1,1,1,9000000,2500000,5,0,1,1,2.829219817,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0.8,-2.126594671,1,0,0.8,0,1,1,1,1,1840.110468,1,1,1,-215,"['East Asia']",3,"Xianyang","unitary state","Chinese","Sino-Tibetan","State of Qin","continuity","Western Han","China",3000000,0,"moralizing",0.1,0.1,1,1,-0.76,0,1.1,-1.716672535,,"royal progress","once in a generation","yearly","yearly","blood covenant","not applicable","once per generation","once per generation","feast","not applicable","yearly","once per generation","ancestor worship","not applicable","seasonally","seasonally","earth worship","not applicable","seasonally","seasonally",,7.602059991,6.386142109,5.301029996,6,0.827272727,0.888888889,0.790123456987654,4,0.888888889,5,"CnImQin",0,0.171171171,0.078431373,185.5862429,0,0,233.888281,0,0,170.568572,0,0,301.75,0,0,40.55454545,0,0,46.86666667,0,0,294,0,0,37.33333333,5.211124175,3.555555556,206,35.57470956,22,4.807390191,-0.476933933
"CnImQin-100","['Middle Yellow River Valley']","['50S']",34.726802,113.454786,"WGS84","Imperial Qin",-100,0,10,100,4,"High",40000000,17.50439001,2433000,200000,7,5,6,253.50336,5,4,1100,-102.214775,15.63160667,1,0.1,1,1,1,"state salary",1,1,1,1,1,-12.31763668,1,-21.5835301,1,1,0,0,1,1,1,1,1,1,9000000,2500000,5,0,1,1,2.829219817,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0.8,-2.126594671,1,0,0.8,0,1,1,1,1,1840.110468,1,1,1,-215,"['East Asia']",3,"Xianyang","unitary state","Chinese","Sino-Tibetan","State of Qin","continuity","Western Han","China",3000000,0,"moralizing",0.1,0.1,1,1,-0.76,0,1.1,-1.716672535,,"royal progress","once in a generation","yearly","yearly","blood covenant","not applicable","once per generation","once per generation","feast","not applicable","yearly","once per generation","ancestor worship","not applicable","seasonally","seasonally","earth worship","not applicable","seasonally","seasonally",,7.602059991,6.386142109,5.301029996,6,0.827272727,0.888888889,0.790123456987654,4,0.888888889,5,"CnImQin",0,0.171171171,0.078431373,193.1883029,0,0,245.9371809,0,0,175.869602,0,0,313.0833333,0,0,42.01818182,0,0,48.42222222,0,0,302,0,0,38.77777778,2.353305732,1.888888889,214,18.84723149,11,4.807390191,-0.476933933
"CnShu3+300","['Middle Yellow River Valley']","['50S']",34.726802,113.454786,"WGS84","Shu Dynasty",300,400,11.1000674,123.2114963,5.1000674,"High",647822,13.38137125,182241,168883,3.386964758,3,3.383696845,1.362353875,3.595485875,4,9117.237286,1.222021341,0.909951834,1,0.1,0.1,0,0.724270246,"state salary",1,1,1,1,1,0.907319633,1,1,1,0.623787773,1,1,1,1,1,1,0.9002839,1,2,96848.1774,55.29701007,0.199783501,1,1.023126079,1.000727322,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.1,1,1,1,0.8,1,1,0.195018198,0.8,0.1,1,1,1,1,12.12726696,1,1,1,,"['East Asia']",3,,"unitary state",,"Sino-Tibetan",,"Continuity",,,3000000,"alliance","moralizing",1.116697674,1,1.031554595,1,0.832552839,0.832552839,2.832552839,1.673652068,,"imperial sacrifice at the capital","yearly","yearly","yearly","blood covenant","not applicable","yearly","once in a lifetime","Lunar New Year","not applicable","yearly","yearly","ancestor worship","not applicable","seasonally","seasonally","earth worship","not applicable","seasonally","seasonally",,5.811455899,5.260646013,5.227585856,2.672897925,0.563636364,0.666666667,0.444444444888889,4,0.888888889,5,"CnShu3",0.444444444,0.342342342,0.254901961,,0,0,,0,0,,0,0,,0,0,50.93636364,0,0,58.86666667,0,0,350,0,0,50,4.753683822,0,277,29.9685397,0,1.940120802,1.061985214
"CnWu3+300","['Middle Yellow River Valley']","['50S']",34.726802,113.454786,"WGS84","Wu Dynasty",300,400,11.10398979,123.2985893,5.10398979,"High",647983,13.38161974,178990,158198,3.390845425,3,3.398785257,1.359363756,3.608371685,4,9187.157375,1.222013941,0.910910567,1,0.1,0.1,0,0.727357986,"state salary",1,1,1,1,1,0.908345854,1,1,1,0.623343003,1,1,1,1,1,1,0.900651831,1,2,96645.07641,55.43569103,0.203337959,1,1.023094607,1.000774378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.1,1,1,1,0.8,1,1,0.195545664,0.8,0.1,1,1,1,1,12.2316879,1,1,1,,"['East Asia']",3,,"unitary state",,"Sino-Tibetan",,"Continuity",,,3000000,"alliance","moralizing",1.115932392,1,1.031976006,1,0.835090874,0.835090874,2.835090874,1.678840225,,"imperial sacrifice at the capital","yearly","yearly","yearly","blood covenant","not applicable","yearly","once in a lifetime","Lunar New Year","not applicable","yearly","yearly","ancestor worship","not applicable","seasonally","seasonally","earth worship","not applicable","seasonally","seasonally",,5.811563586,5.252828059,5.199201479,2.682383159,0.563636364,0.666666667,0.444444444888889,4,0.888888889,5,"CnWu3",0.444444444,0.342342342,0.254901961,,0,0,,0,0,,0,0,,0,0,50.37272727,0,0,58.2,0,0,346,0,0,49.11111111,4.753683822,0,272,29.9685397,0,1.932445725,1.070953628
"CnWei3+300","['Middle Yellow River Valley']","['50S']",34.726802,113.454786,"WGS84","Wei Dynasty",300,400,11.12468374,123.7585883,5.12468374,"High",2545430,14.74981015,309634,121267,4,4,4,1,3.974750943,4,9654.054381,1.226882051,1.019545387,1,0.1,0.1,0,1,"state salary",1,1,1,1,1,0.909865181,1,1,1,0.58679554,1,1,1,1,1,1,0.898242057,1,2,89918.57431,57.11320722,0.226441679,1,1.017436475,1.022064673,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.1,1,1,1,0.8,1,1,0.165012689,0.8,0.1,1,1,1,1,14.61731108,1,1,1,224,"['East Asia']",3,"Luoyang","unitary state","Chinese","Sino-Tibetan","Eastern Han","Continuity","Western Jin","Three Kingdoms",3000000,"alliance","moralizing",1.10490594,1,1.029152973,1,0.890487727,0.890487727,2.890487727,1.792080415,,"imperial sacrifice at the capital","yearly","yearly","yearly","blood covenant","not applicable","yearly","once in a lifetime","Lunar New Year","not applicable","yearly","yearly","ancestor worship","not applicable","seasonally","seasonally","earth worship","not applicable","seasonally","seasonally",,6.40576123,5.490849124,5.083742125,3,0.654545455,0.666666667,0.444444444888889,4,0.888888889,5,"CnWei3",0.333333333,0.261261261,0.176470588,,0,0,,0,0,,0,0,378.3333333,0,0,53.07272727,0,0,61.42222222,0,0,362,0,0,52.77777778,4.753683822,1.888888889,292,29.9685397,10,2.388778028,0.820578119
"EasternJin+300","['Middle Yellow River Valley']","['50S']",34.726802,113.454786,"WGS84","Shu Dynasty",300,400,11.48959264,132.010739,5.48959264,"High",527693,13.17626995,159394,167933,3.794341335,4,3.564062416,1.542591932,3.227544834,3,9016.693843,1.186028449,0.796810542,1,0.1,0.1,0,0.546048521,"state salary",1,1,1,1,1,0.851465933,1,1,1,0.429888221,1,1,1,1,1,1,0.948983264,1,2,52771.56935,53.74462301,0.540609371,1,1.027810889,0.987017938,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.8,1,1,0.463608305,0.8,0.1,1,1,1,0.82967176,12.497105,1,1,1,,"['East Asia']",3,,"unitary state",,"Sino-Tibetan",,"Continuity",,,3000000,"alliance","moralizing",1.194546193,1,1.010571377,1,0.58434423,0.58434423,2.58434423,1.166273243,,"imperial sacrifice at the capital","yearly","yearly","yearly","blood covenant","not applicable","yearly","once in a lifetime","Lunar New Year","not applicable","yearly","yearly","ancestor worship","not applicable","seasonally","seasonally","earth worship","not applicable","seasonally","seasonally",,5.722381322,5.202471186,5.225136078,2.725432931,0.563636364,0.666666667,0.444444444888889,4,1,5,"EasternJin",0.444444444,0.351351351,0.274509804,,0,0,,0,0,,0,0,,0,0,49.80909091,0,0,57.53333333,0,0,342,0,0,48.11111111,4.642572711,0,267,29.9685397,0,1.921883456,1.092560548
"CnSui+600","['Middle Yellow River Valley']","['50S']",34.726802,113.454786,"WGS84","Sui Dynasty",600,700,11.8788599,141.1073125,5.8788599,"High",46000000,17.64415195,3000000,500000,5,5,6,3,3,3,1300,1.065914838,1,1,0.1,1,1,1,"state salary",1,1,1,0,1,1,1,1,1,0.1,1,0.986032523,1,1,1,1,1,1,2,120,40,0.878859897,1,1.019756192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.8,1,1,0.218260476,0.8,0.1,1,1,1,0.606784848,18.30762425,1,1,1,608,"['East Asia']",3,"Luoyang","unitary state","Chinese","Sino-Tibetan","Northern Zhou","continuity","Early Tang","Chinese",3000000,0,"active",1,1,1,1,0.1,0.1,2.1,0.176194746,,"imperial sacrifice at the capital","yearly","yearly","yearly","blood covenant","not applicable","yearly","yearly","New Year's celebrations","not applicable","yearly","yearly","ancestor worship","not applicable","seasonally","seasonally","earth worship","not applicable","seasonally","seasonally",,7.662757832,6.477121255,5.698970004,4.25,0.827272727,0.788888889,0.622345679187654,4,1,5,"CnSui",0,0.108108108,0.058823529,290.0833238,0,0,317.2292516,0,0,236.1003063,0,0,395.5833333,0,0,57.33636364,0,0,66.53333333,0,0,390,0,0,59.44444444,5.232805779,0.222222222,327,27.92090653,1.25,4.138156284,-0.238512738
"CnSui+700","['Middle Yellow River Valley']","['50S']",34.726802,113.454786,"WGS84","Sui Dynasty",700,800,11.8788599,141.1073125,5.8788599,"High",46000000,17.64415195,3000000,500000,5,5,6,3,3,3,1300,1.065914838,1,1,0.1,1,1,1,"state salary",1,1,1,0,1,1,1,1,1,0.1,1,0.986032523,1,1,1,1,1,1,2,120,40,0.878859897,1,1.019756192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.8,1,1,0.218260476,0.8,0.1,1,1,1,0.606784848,18.30762425,1,1,1,608,"['East Asia']",3,"Luoyang","unitary state","Chinese","Sino-Tibetan","Northern Zhou","continuity","Early Tang","Chinese",3000000,0,"active",1,1,1,1,0.1,0.1,2.1,0.176194746,,"imperial sacrifice at the capital","yearly","yearly","yearly","blood covenant","not applicable","yearly","yearly","New Year's celebrations","not applicable","yearly","yearly","ancestor worship","not applicable","seasonally","seasonally","earth worship","not applicable","seasonally","seasonally",,7.662757832,6.477121255,5.698970004,4.25,0.827272727,0.788888889,0.622345679187654,4,1,5,"CnSui",0,0.108108108,0.058823529,312.8194333,0,0,336.6598325,0,0,253.5774275,0,0,409.3333333,0,0,59.64545455,0,0,69,0,0,402,0,0,62.33333333,2.075421698,1,342,11.63236931,5,4.138156284,-0.238512738
"MnMngKh+1300","['Konya Plain', 'Middle Yellow River Valley', 'Orkhon Valley', 'Sogdiana', 'Susiana']","['36S', '50S', '48T', '42S', '39R']",38.287217,33.17897,"WGS84","Mongolian Empire",1300,1400,12.0528712,145.2717042,6.0528712,"High",114355907,18.55482613,25221806,210270,5,5,5,3,5,4,-8531.247403,0.639694999,0.831007236,1,1,1,1,1.173397762,"state salary",1,0.973461541,0,1,1,0.859836114,1,1.050611674,1,0.509391332,0.992141214,0.902399505,1,1,1,1,1,0.943015747,2,30627.1353,13.06882466,0.935412594,1,0.961899454,1,1,1,0.871996424,1.245462178,1,1,0.920466435,1,1,1,1.079628073,1,1,1.000547564,1,1.003831162,0.497384479,0.497772954,0.978802864,1,0.901607192,0.544297664,1,1,0.98926982,0.8,1,1.055030052,1,0.8,0,1,1,1,0.440702481,3.639970787,1,1,1,1254,"['Southwest Asia', 'East Asia', 'Central Eurasia']",10,"Khanbaliq","unitary state","Armenian","Kartvelian","the Abbasid caliphate","elite migration","Ilkhanate",,17000000,0,"moralizing",1.246984896,1,0.915716631,0.915716631,0.313968311,0.313968311,2.229684942,0.350341751,,"Great Quriltai","not applicable","seasonally","seasonally","blood pact","not applicable","not applicable","yearly","drinking gatherings","not applicable","yearly","yearly","divination","daily","daily","daily","census","not applicable","once per generation","once per generation",,8.058258602,7.401776181,5.322776461,4.5,0.636363636,0.666666667,0.444444444888889,4,0.555555556,5,"MnMngKh",0.222222222,0.405405405,0.333333333,,0,0,370.4972662,0,0,,0,0,348.8,0,0,46.72,0,0,61,0,0,323.2,0,0,52.26666667,3.742702902,0,330.4,20.12001245,0,4.576090155,-0.540181919
"MnMngKh+1400","['Konya Plain', 'Middle Yellow River Valley', 'Orkhon Valley', 'Sogdiana', 'Susiana']","['36S', '50S', '48T', '42S', '39R']",38.287217,33.17897,"WGS84","Mongolian Empire",1400,1500,12.06832254,145.6444089,6.06832254,"High",125361526,18.64671233,25221806,249053,5,5,5,3,5,4,-8830.542734,0.618617845,0.829949021,1,1,1,1,1.157134143,"state salary",1,0.979491788,0,1,1,0.871547857,1,1.049302438,1,0.49372432,0.989709513,0.912684704,1,1,1,1,1,0.938474452,2,27136.27988,15.26812628,0.952268794,1,0.9546017,1,1,1,0.874988331,1.241065413,1,1,0.913591162,1,1,1,1.08021593,1,1,0.998143244,1,1.00640071,0.506214547,0.492001986,0.980117592,1,0.902208168,0.568944786,1,1,0.990742086,0.8,1,1.058996007,1,0.8,0,1,1,1,0.434723551,5.735860597,1,1,1,1254,"['Southwest Asia', 'East Asia', 'Central Eurasia']",10,"Khanbaliq","unitary state","Armenian","Kartvelian","the Abbasid caliphate","elite migration","Ilkhanate",,17000000,0,"moralizing",1.246168402,1,0.917739994,0.917739994,0.275186808,0.275186808,2.192926802,0.277385536,,"Great Quriltai","not applicable","seasonally","seasonally","blood pact","not applicable","not applicable","yearly","drinking gatherings","not applicable","yearly","yearly","divination","daily","daily","daily","census","not applicable","once per generation","once per generation",,8.098164271,7.401776181,5.396290908,4.5,0.636363636,0.666666667,0.444444444888889,4,0.555555556,5,"MnMngKh",0.222222222,0.405405405,0.333333333,,0,0,403.5949373,0,0,,0,0,370.1666667,0,0,50.18181818,0,0,64.58666667,0,0,343.8,0,0,56.44444444,2.478484403,0,351,13.22530977,0,4.615761356,-0.574279849
"PkUrbn1-2500","['Kachi Plain']","['42R']",28.497017,68.229733,"WGS84",,-2500,-2400,10.68492698,114.1676646,4.68492698,"High",875863,13.68296496,29520,100000,3.107617181,3,4.799139014,2,4,4,12688.88842,1.049231945,0.322587291,0.1,1,0.1,0.05805376,0.088006064,"land",1,0.465789241,0.501732186,0.17580501,1,1,1,1,1,1,1,0.593064808,1,1,0.1,0.584926983,1,1,1200,25747.8596,6.426877654,1,1,1,1,1,1,1,1,1,0.919241169,0.496139036,1,0.474973933,1,1,1,1,1,1,1.026736535,1,0.1,0.626448654,0.845145344,0.84454779,0.464064761,0.775027255,1,0.999218625,0.8,1,1,0,0,0,0.8,1,1,0.024759715,14.86039398,1,1,1,-2300,"['South Asia']",8,,"quasi-polity",,"Sino-Tibetan","PkPreUr","continuity","PkUrbn2","Indus Civilisation",1000000,0,"active",0.950183682,0.950183682,0.723175403,0.723175403,0.371107699,0.371107699,2.044466784,-0.227671039,,"procession","not applicable","seasonally","seasonally","animal fights and hunts","not applicable","yearly","yearly","purification ritual","not applicable","seasonally","once per generation","domestic worship","daily","daily","daily","ritual purification","yearly","yearly","yearly",,5.942436246,4.47010944,5,3,0.290909091,0.9,0.81,4,0.111111111,3,"PkUrbn1",0.222222222,0.45045045,0.411764706,,0,0,,0,0,145.2785997,0,0,30.58333333,0,0,2.818181818,0,0,22.03333333,0,0,0,0,0,0,0.004995821,0,106,2.052349486,0,0.734243354,-0.456626059
"PkUrbn2-1800","['Kachi Plain']","['42R']",28.497017,68.229733,"WGS84",,-1800,-1700,10.6850944,114.1712423,4.6850944,"High",960838,13.7755611,27812,100000,3.108406767,3,4.80053764,2,4,4,12689.05085,1.050000121,0.323058967,0.1,1,0.1,0.058324911,0.08684016,"land",1,0.466508465,0.500016077,0.176454397,1,1,1,1,1,1,1,0.59306128,1,1,0.1,0.585094404,1,1,1200,25797.65389,6.513308001,1,1,1,1,1,1,1,1,1,0.919593133,0.494598921,1,0.47727936,1,1,1,1,1,1,1.025250032,1,0.1,0.626406818,0.844823504,0.844526754,0.465096864,0.775000105,1,0.998717875,0.8,1,1,0,0,0,0.8,1,1,0.024580932,14.81453417,1,1,1,-1550,"['South Asia']",8,,"quasi-polity",,"Sino-Tibetan","PkUrbn1","continuity","PkPostU","Indus Civilisation",1000000,0,"active",0.949589177,0.949589177,0.721590408,0.721590408,0.370365247,0.370365247,2.041544832,-0.235254412,,"procession","not applicable","seasonally","seasonally","animal fights and hunts","not applicable","yearly","yearly","purification ritual","not applicable","seasonally","once per generation","domestic worship","daily","daily","daily","ritual purification","yearly","yearly","yearly",,5.982650014,4.444224724,5,3,0.290909091,0.9,0.81,4,0.111111111,3,"PkUrbn2",0.222222222,0.45045045,0.411764706,,0,0,,0,0,175.9732049,0,0,47.91666667,0,0,4.690909091,0,0,27.27777778,0,0,22,0,0,0.555555556,0.004019761,0,126,3.076860513,0,0.739640723,-0.460345832
